# step,rank,entropy,components,curvature,nabla_t
212.000000,16.000000,2.155718,1.000000,8684355744090797345033355171858829437499258163647079294094079061592356301791478444540006607887748150370887725529722114818441216.000000,24724329777640894544702574834475517518972092379507808654057801910003102765375722267848188856752761592622771868282468389879808.000000
213.000000,16.000000,2.155718,1.000000,127676111222004549394299729893078434844927816366471370727804078647701571145286863176104332188822938088680390970157599086224605184.000000,363493432329451258244826136839971509231891520177090845795891496617173187940512816386710002236229876571441723734110303665782784.000000
214.000000,16.000000,2.155718,1.000000,1877075266972036328113611712375366861145290785493642564566064048860554124767307287342941041090522473984659512859555388932476633088.000000,5344026574127408044365773910944874679316922937723171546990733797808855295510805025337735167077658304790743867383210151054934016.000000
215.000000,16.000000,2.155718,1.000000,27596482412905466344330218998741257939428811913342797297010714035384470642873110933215673491650969530059110115372064498411244617728.000000,78567086739859104261029036168467763377130409120928142824538241317960125545173666404267610885275205661309025012831305041132388352.000000
216.000000,16.000000,2.155718,1.000000,405719394937065450220129721494639845902190353380382804303954203157803357468088985926258362453149650809915033285434004147745067106304.000000,1155081666147578467885688868434953609220814846811141400926714543242164079016818899827277255661614304648657423905710481276680536064.000000
217.000000,16.000000,2.155718,1.000000,5964826421188057499675320574604568524099888489233887456938566179209483463593973244508826311602629878664820511971889339687515195441152.000000,16981839481423802151508648973064634234329031747012511940184456691252171672961911668144322811574211586234548030433389455559454883840.000000
218.000000,16.000000,2.155718,1.000000,87693994122382308822577303816602523883742640672214818769609032503206920304338888011261202869240761109854643973534985187179310799126528.000000,249664487487591386612787200916351650604891929293970943653487412820337290592293926902076168736283953011784106077950344630817014153216.000000
219.000000,16.000000,2.155718,1.000000,1289264106299432673977195107423307481315245177129083083944612062955110084687141371716702661156763606546937154617039913111325201215258624.000000,3670530296955230642175787083542100730366409625311643862142585489943739330482130579251770192029703386865070431426142956563386362494976.000000
220.000000,16.000000,2.155718,1.000000,18954569836034104130717547271103853812245980183828136563901691059720425478843221837032912378797060011373800525366123190839251357866655744.000000,53963592486962515503232273202413392761772116119238628215269969945555692704019022630680406728321351682457721065941463021022256029499392.000000
221.000000,16.000000,2.155718,1.000000,278667276870497351794409921504277449902741772787769820103037172662214132904785240119201702701434835860052322425355675531787252601295208448.000000,793364739852916588368777627013748741804288605538581212251625873242827249680720967470936167596408177759553520481503925853717069299712000.000000
222.000000,16.000000,2.155718,1.000000,4096925009125375973551299752843404883697271168140657272628780583739544998373482073536935794161541814128206353882882341115037787053566722048.000000,11663930836439695258767219194755634409317394227391435779341127566593091869173372629376139105560397554707033832964692964381115930353074176.000000
223.000000,16.000000,2.155718,1.000000,60232384364974574468790269121499958276066498480080484731265294557778219499428721724521764958542101085398851417421031044699522888505969606656.000000,171481382679755966727451548587572487320968686906459962208243252992577696083093357913590309214193484374312170252845306282761634067658047488.000000
224.000000,16.000000,2.155718,1.000000,885527589157870017988092924208485343663696741960869247400927411241588948364856061675591366025327398153334565397510156113981389808056682938368.000000,2521093876368232840169799215315276517702808872317623766786698203773425835163361686312280915177457563818324006753662755103345634494568726528.000000
225.000000,16.000000,2.155718,1.000000,13018895390367103897499588341923190736880484251842769494503290325179613608821811346918923381220210322263831207604174235248528103127634883379200.000000,37064748570382436945244372714683807390965209723339070843761804980201542054249687395287922106982159746409233216958919753474355749250970681344.000000
226.000000,16.000000,2.155718,1.000000,191401870772370846662597791503117432465759283258724070446205089799063309917017161804217148115288116415362850811416814145815879076854199006265344.000000,544920440874744495191088761738127952653743050612556628017113831938081816198282907162685807599171780892839778928579819412752434772028378054656.000000
227.000000,16.000000,2.155718,1.000000,2813961940448293514952472055991374262532508382296835042029323310826747850619832415690651383576375433613863248071654845599548678471763464636334080.000000,8011339570300975911791678506437678311442144087695057274545333613628564029448523510130055027672779031878418126974357292145748278742385963302912.000000
228.000000,16.000000,2.155718,1.000000,41370451450341118192726859855427731554897458962167554205461624554680125846440671610611144250838782968991770686496773938524400441178626890687053824.000000,117781527167527159430877715038479662133647127964733569956088950493540361486184633560505632180113879904922117885719856010447407131630394010501120.000000
229.000000,16.000000,2.155718,1.000000,608222246578288972875876119823226136820905778446745676037997470374318443315416665676295974073363019171216413043751227860707015632774469357290913792.000000,1731606558459389743956733601460701118563785473284367142140355218190354146463063819285302598522852223665659837022900572999620553749464618786357248.000000
230.000000,16.000000,2.155718,1.000000,8941993337366191808080022797293098580126794200897654547836810663955432649807307213939862476008343284029705475476597822339315156218666827035881504768.000000,25457823017067004732917186467915495246998854718913492997214931488048139220943166643956175335671893004036111254089304686944721005756504374119497728.000000
231.000000,16.000000,2.155718,1.000000,131463860941193618901953938045838834698388463226104877353184136348705345072157842363230271386917923545559614920401762212720900208009467536957371318272.000000,374277141423453598242360354896248705851111640051342111761169334491208793267984601316073888142741976238208610396110106587745542149597723409799708672.000000
232.000000,16.000000,2.155718,1.000000,1932762202063694019086379638530313130856028668401992916956819249262506246942178638250204701912113654768055769251671543079867032913839980389016910430208.000000,5502567069405299354603979752052643071587847586004668822202432798684493048536603620786446275033642402801388002478001075706560710787773923807408947200.000000
233.000000,16.000000,2.155718,1.000000,28415183480708200786935697723687164618561461936860796716048064448319277358839627388177947460938498667321817404320505913435224337152773007003522638544896.000000,80897925633958971529005906353857002731934207942019548844233353064436157307985504931365142375500026388443018949742403467014885792410143665875002064896.000000
234.000000,16.000000,2.155718,1.000000,417755816716733996229485975197703574381471188593873230212116833139893572471034194052472523918997940199681251182287740982242263548999605467480982988783616.000000,1189349314482004664304139478222560132023007210748831765976950712216317806789338256604408594595066481353257666928067453106714585176175308524487662632960.000000
235.000000,16.000000,2.155718,1.000000,6141784110567455172475796308812766411668249134300879881868363740482411826723032931006544651428117519938685978514194325953265785482908789882362791515389952.000000,17485637372967985994802468034908380389574072837847723455081984044793366348382382965961013430271519637323526217434093388054654214993701935098266730364928.000000
236.000000,16.000000,2.155718,1.000000,inf,257071249477648892209970042404483291631920051910014486693255434410930462341840662453273193307098665711885050873052069098142152314158787238284924209332224.000000
237.000000,16.000000,2.155718,1.000000,inf,3779423414683467828543805459863778280501968772083746760384097095694099917880122967277386624568055970597276799085938672810423124631847939210810951280361472.000000
238.000000,16.000000,2.155718,1.000000,inf,inf
239.000000,16.000000,2.155718,1.000000,inf,inf
240.000000,16.000000,2.155718,1.000000,inf,inf
