# step,rank,entropy,components,curvature,nabla_t
229.000000,16.000000,2.155718,1.000000,917127196015984730378492471193922121651841047342975990943959314663671031442587107676087846341596424291378160512902460776724107820789783626900307968.000000,2611057843285390988672688640429283322276407790038336501034902646506990714987428221277056987930886221604976940566352496592375457391144626965970944.000000
230.000000,16.000000,2.155718,1.000000,13483468127701341785804595875370920127232160355565260342679796575529445676652067091676533380851848844388652191030356061900832498878625391668455538688.000000,38387385482183110063717676015604037902514287374152377729113765690909558230050842972162425596559673062695549451624976897950282789737255486651105280.000000
231.000000,16.000000,2.155718,1.000000,198231950312337470868895216948797647458005545749334614827884500517320050478818790840270498053121829284840211412359333135829641273300248011616357974016.000000,564365652774082605501179033543432839517830863904458168360275106539330107476950965851066197943597682055882817994530470942568078794463303141276254208.000000
232.000000,16.000000,2.155718,1.000000,2914376757705249069811117156745105189763829487963519626113238964391748501919921960659203550032115134533673769582152099803905401280491684571694923513856.000000,8297220194346322002715250677198226171099779365512793126957650499159420760851449330029314039812979251695159426810324310456520714236244796802070478848.000000
233.000000,16.000000,2.155718,1.000000,42846735213318578477702365822059558108201877851070142184746111473592195083681452936980409999666931526231134565072065441326815849495065112943174422102016.000000,121984501741096043043849145269266173977188974627713875843093035077026777147667353540002742379431766295381289916418830717346208780520102271263260540928.000000
234.000000,16.000000,2.155718,1.000000,629926351693023858336267810691964050032485150342159565144474555019414499380811591998778387903633941064714217214716866975744515683958875613930976844972032.000000,1793398067844074937295241208904948657654658408258767288121510678716167129577719059658735395026097069275729569138708309134220916916431867734566543294464.000000
235.000000,16.000000,2.155718,1.000000,9261083874459007421138438393021104257782939704747210495156822397266859418111342198258407658507929659581751446513684755050958223211615401388370131458981888.000000,26366272631683591411373769587559298366129324640536435519682297436119619473346839480463165489588226556930310808746707009219147230687660993164034445410304.000000
236.000000,16.000000,2.155718,1.000000,Inf,387633033040896595406636877341111454375315479289448560544060661997285684465139880673395021993064089908887744088095824269305581368032540572434224172236800.000000
237.000000,16.000000,2.155718,1.000000,Inf,5698923408835949024972232491496983544805390890210380801152040618198864029045653975174312241621137396449284528784478673596650635399867813147440955342716928.000000
238.000000,16.000000,2.155718,1.000000,Inf,Inf
239.000000,16.000000,2.155718,1.000000,Inf,Inf
240.000000,16.000000,2.155718,1.000000,Inf,Inf
241.000000,16.000000,2.155718,1.000000,Inf,Inf
242.000000,16.000000,2.155718,1.000000,Inf,Inf
243.000000,16.000000,2.155718,1.000000,Inf,Inf
244.000000,16.000000,2.155718,1.000000,Inf,Inf
245.000000,16.000000,2.155718,1.000000,Inf,Inf
246.000000,16.000000,2.155718,1.000000,Inf,Inf
247.000000,16.000000,2.155718,1.000000,Inf,Inf
248.000000,16.000000,2.155718,1.000000,Inf,Inf
249.000000,16.000000,2.155718,1.000000,Inf,Inf
250.000000,16.000000,2.179002,1.000000,Inf,Inf
251.000000,16.000000,2.256254,1.000000,Inf,Inf
